AÑO;MES;PROVINCIA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES
2022;9;Lleida;América;Argentina;53;419
2022;9;Lugo;América;Argentina;59;620
2022;9;Madrid;América;Argentina;15026;90156
2022;9;Murcia;América;Argentina;80;816
2022;9;Málaga;América;Argentina;1342;14762
2022;9;Navarra;América;Argentina;86;886
2022;9;Ourense;América;Argentina;47;691
2022;9;Pontevedra;América;Argentina;201;2472
2022;9;Salamanca;América;Argentina;45;311
2022;9;Santa Cruz de Tenerife;América;Argentina;152;1596
2022;9;Sevilla;América;Argentina;346;2906
2022;9;Tarragona;América;Argentina;243;2697
2022;9;Toledo;América;Argentina;86;585
2022;9;Total Nacional;América;Argentina;32654;252489
2022;9;Valencia/València;América;Argentina;832;8986
2022;9;Zaragoza;América;Argentina;110;990
2022;10;A Coruña;América;Argentina;260;2600
2022;10;Alicante/Alacant;América;Argentina;562;6126
2022;10;Almería;América;Argentina;81;915
2022;10;Araba/Álava;América;Argentina;33;310
2022;10;Asturias;América;Argentina;155;1581
2022;10;Badajoz;América;Argentina;31;273
2022;10;Barcelona;América;Argentina;6595;47484
2022;10;Bizkaia;América;Argentina;173;1488
2022;10;Cantabria;América;Argentina;103;1051
2022;10;Castellón/Castelló;América;Argentina;99;881
2022;10;Cáceres;América;Argentina;46;396
2022;10;Cádiz;América;Argentina;158;1438
2022;10;Córdoba;América;Argentina;59;484
2022;10;Gipuzkoa;América;Argentina;297;2673
2022;10;Girona;América;Argentina;300;2550
2022;10;Granada;América;Argentina;301;2077
2022;10;Guadalajara;América;Argentina;34;235
2022;10;Huelva;América;Argentina;34;381
2022;10;Huesca;América;Argentina;35;287
2022;10;Illes Balears;América;Argentina;1373;14279
2022;10;Las Palmas;América;Argentina;237;2133
2022;10;León;América;Argentina;30;291
2022;10;Lleida;América;Argentina;92;672
2022;10;Lugo;América;Argentina;68;694
2022;10;Madrid;América;Argentina;16054;102746
2022;10;Murcia;América;Argentina;72;691
2022;10;Málaga;América;Argentina;1217;13022
2022;10;Navarra;América;Argentina;77;747
2022;10;Ourense;América;Argentina;49;544
2022;10;Pontevedra;América;Argentina;251;2510
2022;10;Salamanca;América;Argentina;60;462
2022;10;Santa Cruz de Tenerife;América;Argentina;221;1989
2022;10;Segovia;América;Argentina;35;200
2022;10;Sevilla;América;Argentina;415;3735
2022;10;Tarragona;América;Argentina;263;2209
2022;10;Toledo;América;Argentina;117;655
2022;10;Total Nacional;América;Argentina;31169;231988
2022;10;Valencia/València;América;Argentina;848;8565
2022;10;Valladolid;América;Argentina;31;239
2022;10;Zaragoza;América;Argentina;84;706
2022;11;A Coruña;América;Argentina;234;2668
2022;11;Alicante/Alacant;América;Argentina;671;7113
2022;11;Almería;América;Argentina;108;1069
2022;11;Asturias;América;Argentina;152;1566
2022;11;Badajoz;América;Argentina;49;338
2022;11;Barcelona;América;Argentina;5988;40718
2022;11;Bizkaia;América;Argentina;132;1122
2022;11;Burgos;América;Argentina;46;294
2022;11;Cantabria;América;Argentina;72;677
2022;11;Castellón/Castelló;América;Argentina;71;476
2022;11;Ciudad Real;América;Argentina;35;182
2022;11;Cuenca;América;Argentina;44;286
2022;11;Cádiz;América;Argentina;321;1894
2022;11;Córdoba;América;Argentina;76;623
2022;11;Gipuzkoa;América;Argentina;156;1154
2022;11;Girona;América;Argentina;237;2133
2022;11;Granada;América;Argentina;274;2466
2022;11;Guadalajara;América;Argentina;47;291
2022;11;Huesca;América;Argentina;64;570
2022;11;Illes Balears;América;Argentina;687;7145
2022;11;La Rioja;América;Argentina;43;503
2022;11;Las Palmas;América;Argentina;265;2120
2022;11;León;América;Argentina;44;515
2022;11;Lleida;América;Argentina;136;843
2022;11;Lugo;América;Argentina;42;416
2022;11;Madrid;América;Argentina;11318;62249
2022;11;Murcia;América;Argentina;78;858
2022;11;Málaga;América;Argentina;1247;13966
2022;11;Navarra;América;Argentina;87;792
2022;11;Ourense;América;Argentina;36;367
2022;11;Pontevedra;América;Argentina;178;1833
2022;11;Salamanca;América;Argentina;48;312
2022;11;Santa Cruz de Tenerife;América;Argentina;195;1970
2022;11;Sevilla;América;Argentina;346;3425
2022;11;Tarragona;América;Argentina;237;1849
2022;11;Toledo;América;Argentina;101;495
2022;11;Total Nacional;América;Argentina;25228;178555
2022;11;Valencia/València;América;Argentina;901;9641
2022;11;Valladolid;América;Argentina;35;315
2022;11;Zaragoza;América;Argentina;156;1248
2022;12;A Coruña;América;Argentina;182;1911
2022;12;Alicante/Alacant;América;Argentina;545;4960
2022;12;Almería;América;Argentina;134;1233
2022;12;Araba/Álava;América;Argentina;54;443
2022;12;Asturias;América;Argentina;143;1201
2022;12;Badajoz;América;Argentina;40;272
2022;12;Barcelona;América;Argentina;5190;33735
2022;12;Bizkaia;América;Argentina;123;861
2022;12;Burgos;América;Argentina;36;191
2022;12;Cantabria;América;Argentina;59;478
2022;12;Castellón/Castelló;América;Argentina;94;649
2022;12;Cuenca;América;Argentina;41;131
2022;12;Cáceres;América;Argentina;31;291
2022;12;Cádiz;América;Argentina;99;1040
2022;12;Córdoba;América;Argentina;63;403
2022;12;Gipuzkoa;América;Argentina;161;1369
2022;12;Girona;América;Argentina;208;1435
2022;12;Granada;América;Argentina;247;1729
2022;12;Guadalajara;América;Argentina;88;493
2022;12;Huelva;América;Argentina;39;343
2022;12;Huesca;América;Argentina;37;303
2022;12;Illes Balears;América;Argentina;546;4805
2022;12;Jaén;América;Argentina;52;317
2022;12;La Rioja;América;Argentina;32;189
2022;12;Las Palmas;América;Argentina;207;2236
2022;12;Lleida;América;Argentina;161;950
2022;12;Lugo;América;Argentina;31;195
2022;12;Madrid;América;Argentina;12563;51508
2022;12;Murcia;América;Argentina;85;604
2022;12;Málaga;América;Argentina;1256;12309
2022;12;Navarra;América;Argentina;96;749
2022;12;Ourense;América;Argentina;38;384
2022;12;Pontevedra;América;Argentina;175;1610
2022;12;Salamanca;América;Argentina;39;265
2022;12;Santa Cruz de Tenerife;América;Argentina;224;1949
2022;12;Segovia;América;Argentina;31;245
2022;12;Sevilla;América;Argentina;251;1857
2022;12;Soria;América;Argentina;35;144
2022;12;Tarragona;América;Argentina;227;1748
2022;12;Toledo;América;Argentina;140;574
2022;12;Total Nacional;América;Argentina;25169;148050
2022;12;Valencia/València;América;Argentina;1035;9626
2022;12;Valladolid;América;Argentina;43;327
2022;12;Zaragoza;América;Argentina;121;956
2023;1;A Coruña;América;Argentina;295;3098
2023;1;Alicante/Alacant;América;Argentina;662;7812
2023;1;Almería;América;Argentina;96;1181
2023;1;Araba/Álava;América;Argentina;50;520
2023;1;Asturias;América;Argentina;185;2220
2023;1;Badajoz;América;Argentina;38;448
2023;1;Barcelona;América;Argentina;6353;48283
2023;1;Bizkaia;América;Argentina;156;1544
2023;1;Burgos;América;Argentina;37;303
2023;1;Cantabria;América;Argentina;65;787
2023;1;Castellón/Castelló;América;Argentina;100;990
2023;1;Ciudad Real;América;Argentina;35;368
2023;1;Cuenca;América;Argentina;41;226
2023;1;Cáceres;América;Argentina;51;418
2023;1;Cádiz;América;Argentina;130;1222
2023;1;Córdoba;América;Argentina;109;916
2023;1;Gipuzkoa;América;Argentina;173;1211
2023;1;Girona;América;Argentina;231;2079
2023;1;Granada;América;Argentina;369;3100
2023;1;Guadalajara;América;Argentina;42;302
2023;1;Huesca;América;Argentina;51;347
2023;1;Illes Balears;América;Argentina;561;6339
2023;1;La Rioja;América;Argentina;58;551
2023;1;Las Palmas;América;Argentina;271;2981
2023;1;Lleida;América;Argentina;188;1542
2023;1;Lugo;América;Argentina;34;473
2023;1;Madrid;América;Argentina;13083;83731
2023;1;Murcia;América;Argentina;89;1068
2023;1;Málaga;América;Argentina;1582;17877
2023;1;Navarra;América;Argentina;96;749
2023;1;Ourense;América;Argentina;41;447
2023;1;Pontevedra;América;Argentina;199;2647
2023;1;Salamanca;América;Argentina;82;804
2023;1;Santa Cruz de Tenerife;América;Argentina;267;3097
2023;1;Segovia;América;Argentina;41;221
2023;1;Sevilla;América;Argentina;454;4131
2023;1;Tarragona;América;Argentina;223;2676
2023;1;Toledo;América;Argentina;144;1224
2023;1;Total Nacional;América;Argentina;28261;225031
2023;1;Valencia/València;América;Argentina;1166;13409
2023;1;Valladolid;América;Argentina;47;395
2023;1;Zaragoza;América;Argentina;149;1490
2023;1;Ávila;América;Argentina;37;211
2023;2;A Coruña;América;Argentina;240;2496
2023;2;Alicante/Alacant;América;Argentina;593;6286
2023;2;Almería;América;Argentina;103;906
2023;2;Asturias;América;Argentina;123;1267
2023;2;Badajoz;América;Argentina;31;223
2023;2;Barcelona;América;Argentina;6788;44801
2023;2;Bizkaia;América;Argentina;148;1080
2023;2;Burgos;América;Argentina;38;323
2023;2;Cantabria;América;Argentina;68;755
2023;2;Castellón/Castelló;América;Argentina;96;845
2023;2;Ciudad Real;América;Argentina;33;218
2023;2;Cádiz;América;Argentina;136;1224
2023;2;Córdoba;América;Argentina;93;605
2023;2;Gipuzkoa;América;Argentina;163;1369
2023;2;Girona;América;Argentina;213;1661
2023;2;Granada;América;Argentina;282;2284
2023;2;Guadalajara;América;Argentina;37;192
2023;2;Huesca;América;Argentina;31;174
2023;2;Illes Balears;América;Argentina;542;3902
2023;2;Las Palmas;América;Argentina;236;2171
2023;2;León;América;Argentina;36;328
2023;2;Lleida;América;Argentina;328;3346
2023;2;Lugo;América;Argentina;31;326
2023;2;Madrid;América;Argentina;13132;78792
2023;2;Murcia;América;Argentina;84;941
2023;2;Málaga;América;Argentina;1399;13710
2023;2;Navarra;América;Argentina;82;738
2023;2;Pontevedra;América;Argentina;136;1306
2023;2;Salamanca;América;Argentina;66;469
2023;2;Santa Cruz de Tenerife;América;Argentina;169;1724
2023;2;Sevilla;América;Argentina;465;4092
2023;2;Tarragona;América;Argentina;184;1490
2023;2;Toledo;América;Argentina;140;672
2023;2;Total Nacional;América;Argentina;27701;193960
2023;2;Valencia/València;América;Argentina;1007;9667
2023;2;Valladolid;América;Argentina;47;338
2023;2;Zaragoza;América;Argentina;112;974
2023;3;A Coruña;América;Argentina;294;2675
2023;3;Alicante/Alacant;América;Argentina;829;8705
2023;3;Almería;América;Argentina;125;1313
2023;3;Araba/Álava;América;Argentina;35;378
2023;3;Asturias;América;Argentina;166;1826
2023;3;Badajoz;América;Argentina;38;308
2023;3;Barcelona;América;Argentina;7982;54278
2023;3;Bizkaia;América;Argentina;195;1541
2023;3;Burgos;América;Argentina;47;273
2023;3;Cantabria;América;Argentina;66;587
2023;3;Castellón/Castelló;América;Argentina;158;1343
2023;3;Ciudad Real;América;Argentina;34;214
2023;3;Cuenca;América;Argentina;47;259
2023;3;Cádiz;América;Argentina;211;1772
2023;3;Córdoba;América;Argentina;121;968
2023;3;Gipuzkoa;América;Argentina;260;2132
2023;3;Girona;América;Argentina;271;1951
2023;3;Granada;América;Argentina;376;2970
2023;3;Guadalajara;América;Argentina;53;345
2023;3;Huelva;América;Argentina;35;378
2023;3;Huesca;América;Argentina;55;462
2023;3;Illes Balears;América;Argentina;954;7441
2023;3;La Rioja;América;Argentina;45;279
2023;3;Las Palmas;América;Argentina;318;2894
2023;3;León;América;Argentina;33;264
2023;3;Lleida;América;Argentina;195;1619
2023;3;Lugo;América;Argentina;64;518
2023;3;Madrid;América;Argentina;14350;83230
2023;3;Murcia;América;Argentina;113;1017
2023;3;Málaga;América;Argentina;1860;18042
2023;3;Navarra;América;Argentina;97;747
2023;3;Ourense;América;Argentina;38;422
2023;3;Pontevedra;América;Argentina;194;1824
2023;3;Salamanca;América;Argentina;63;410
2023;3;Santa Cruz de Tenerife;América;Argentina;260;2990
2023;3;Segovia;América;Argentina;48;178
2023;3;Sevilla;América;Argentina;522;4802
2023;3;Soria;América;Argentina;46;336
2023;3;Tarragona;América;Argentina;258;2348
2023;3;Toledo;América;Argentina;139;834
2023;3;Total Nacional;América;Argentina;32850;231788
2023;3;Valencia/València;América;Argentina;1441;13834
2023;3;Valladolid;América;Argentina;51;408
2023;3;Zaragoza;América;Argentina;184;1288
2023;4;A Coruña;América;Argentina;396;3049
2023;4;Alicante/Alacant;América;Argentina;869;7126
2023;4;Almería;América;Argentina;204;1489
2023;4;Araba/Álava;América;Argentina;47;367
2023;4;Asturias;América;Argentina;240;1824
2023;4;Badajoz;América;Argentina;72;612
2023;4;Barcelona;América;Argentina;8552;58154
2023;4;Bizkaia;América;Argentina;210;1680
2023;4;Burgos;América;Argentina;54;405
2023;4;Cantabria;América;Argentina;114;969
2023;4;Castellón/Castelló;América;Argentina;135;1188
2023;4;Ceuta;América;Argentina;41;66
2023;4;Ciudad Real;América;Argentina;31;205
2023;4;Cuenca;América;Argentina;36;299
2023;4;Cáceres;América;Argentina;63;397
2023;4;Cádiz;América;Argentina;218;1613
2023;4;Córdoba;América;Argentina;120;864
2023;4;Gipuzkoa;América;Argentina;316;2212
2023;4;Girona;América;Argentina;371;2412
2023;4;Granada;América;Argentina;405;2633
2023;4;Guadalajara;América;Argentina;52;354
2023;4;Huelva;América;Argentina;40;452
2023;4;Huesca;América;Argentina;49;407
2023;4;Illes Balears;América;Argentina;1484;11130
2023;4;Jaén;América;Argentina;35;308
2023;4;La Rioja;América;Argentina;35;326
2023;4;Las Palmas;América;Argentina;348;2645
2023;4;León;América;Argentina;70;546
2023;4;Lleida;América;Argentina;139;1029
2023;4;Lugo;América;Argentina;49;348
2023;4;Madrid;América;Argentina;15052;87302
2023;4;Murcia;América;Argentina;171;1556
2023;4;Málaga;América;Argentina;1997;17574
2023;4;Navarra;América;Argentina;125;1000
2023;4;Ourense;América;Argentina;38;251
2023;4;Pontevedra;América;Argentina;180;1458
2023;4;Salamanca;América;Argentina;101;677
2023;4;Santa Cruz de Tenerife;América;Argentina;418;2884
2023;4;Segovia;América;Argentina;41;172
2023;4;Sevilla;América;Argentina;596;5483
2023;4;Soria;América;Argentina;37;207
2023;4;Tarragona;América;Argentina;256;1741
2023;4;Toledo;América;Argentina;192;1171
2023;4;Total Nacional;América;Argentina;35815;243583
2023;4;Valencia/València;América;Argentina;1432;14463
2023;4;Valladolid;América;Argentina;52;411
2023;4;Zaragoza;América;Argentina;209;1359
2023;5;A Coruña;América;Argentina;486;4131
2023;5;Albacete;América;Argentina;37;229
2023;5;Alicante/Alacant;América;Argentina;909;8181
2023;5;Almería;América;Argentina;174;1792
2023;5;Araba/Álava;América;Argentina;40;288
2023;5;Asturias;América;Argentina;317;2536
2023;5;Badajoz;América;Argentina;65;468
2023;5;Barcelona;América;Argentina;10749;73093
2023;5;Bizkaia;América;Argentina;357;2713
2023;5;Burgos;América;Argentina;70;420
2023;5;Cantabria;América;Argentina;185;1332
2023;5;Castellón/Castelló;América;Argentina;173;1349
2023;5;Ciudad Real;América;Argentina;55;248
2023;5;Cuenca;América;Argentina;81;332
2023;5;Cáceres;América;Argentina;77;331
2023;5;Cádiz;América;Argentina;312;2434
2023;5;Córdoba;América;Argentina;146;1007
2023;5;Gipuzkoa;América;Argentina;526;3577
2023;5;Girona;América;Argentina;517;3567
2023;5;Granada;América;Argentina;511;3219
2023;5;Guadalajara;América;Argentina;73;453
2023;5;Huelva;América;Argentina;66;521
2023;5;Huesca;América;Argentina;74;562
2023;5;Illes Balears;América;Argentina;2325;18135
2023;5;Jaén;América;Argentina;43;353
2023;5;La Rioja;América;Argentina;57;439
2023;5;Las Palmas;América;Argentina;245;2156
2023;5;León;América;Argentina;108;896
2023;5;Lleida;América;Argentina;131;852
2023;5;Lugo;América;Argentina;94;714
2023;5;Madrid;América;Argentina;20332;121992
2023;5;Murcia;América;Argentina;137;1219
2023;5;Málaga;América;Argentina;2348;21836
2023;5;Navarra;América;Argentina;190;1501
2023;5;Ourense;América;Argentina;67;750
2023;5;Pontevedra;América;Argentina;347;2915
2023;5;Salamanca;América;Argentina;111;910
2023;5;Santa Cruz de Tenerife;América;Argentina;305;2745
2023;5;Segovia;América;Argentina;56;235
2023;5;Sevilla;América;Argentina;692;5674
2023;5;Soria;América;Argentina;41;287
2023;5;Tarragona;América;Argentina;340;2754
2023;5;Toledo;América;Argentina;294;1646
2023;5;Total Nacional;América;Argentina;46339;318854
2023;5;Valencia/València;América;Argentina;1694;15415
2023;5;Valladolid;América;Argentina;42;357
2023;5;Zamora;América;Argentina;37;278
2023;5;Zaragoza;América;Argentina;222;1576
2023;5;Ávila;América;Argentina;37;167
2023;6;A Coruña;América;Argentina;446;4192
2023;6;Albacete;América;Argentina;45;288
2023;6;Alicante/Alacant;América;Argentina;1165;10252
2023;6;Almería;América;Argentina;179;1736
2023;6;Araba/Álava;América;Argentina;50;350
2023;6;Asturias;América;Argentina;229;2015
2023;6;Badajoz;América;Argentina;70;539
2023;6;Barcelona;América;Argentina;8978;66437
2023;6;Bizkaia;América;Argentina;326;2543
2023;6;Burgos;América;Argentina;74;481
2023;6;Cantabria;América;Argentina;158;1596
2023;6;Castellón/Castelló;América;Argentina;154;1324
2023;6;Ciudad Real;América;Argentina;36;256
2023;6;Cuenca;América;Argentina;64;237
2023;6;Cáceres;América;Argentina;49;368
2023;6;Cádiz;América;Argentina;258;2322
2023;6;Córdoba;América;Argentina;91;646
2023;6;Gipuzkoa;América;Argentina;494;3952
2023;6;Girona;América;Argentina;718;5457
2023;6;Granada;América;Argentina;383;3026
2023;6;Guadalajara;América;Argentina;71;355
2023;6;Huelva;América;Argentina;50;555
2023;6;Huesca;América;Argentina;77;570
2023;6;Illes Balears;América;Argentina;3788;32198
2023;6;Jaén;América;Argentina;44;308
2023;6;La Rioja;América;Argentina;76;790
2023;6;Las Palmas;América;Argentina;226;1921
2023;6;León;América;Argentina;91;892
2023;6;Lleida;América;Argentina;88;642
2023;6;Lugo;América;Argentina;74;622
2023;6;Madrid;América;Argentina;15676;100326
2023;6;Murcia;América;Argentina;118;1003
2023;6;Málaga;América;Argentina;2307;22839
2023;6;Navarra;América;Argentina;171;1744
2023;6;Ourense;América;Argentina;50;425
2023;6;Pontevedra;América;Argentina;271;2818
2023;6;Salamanca;América;Argentina;106;880
2023;6;Santa Cruz de Tenerife;América;Argentina;133;1197
2023;6;Segovia;América;Argentina;41;238
2023;6;Sevilla;América;Argentina;530;5088
2023;6;Soria;América;Argentina;47;273
2023;6;Tarragona;América;Argentina;368;2870
2023;6;Toledo;América;Argentina;172;1170
2023;6;Total Nacional;América;Argentina;40418;304376
2023;6;Valencia/València;América;Argentina;1518;14269
2023;6;Valladolid;América;Argentina;46;400
2023;6;Zaragoza;América;Argentina;195;1248
2023;6;Ávila;América;Argentina;42;239
2023;7;A Coruña;América;Argentina;469;4878
2023;7;Albacete;América;Argentina;33;261
2023;7;Alicante/Alacant;América;Argentina;1186;11979
2023;7;Almería;América;Argentina;218;2049
2023;7;Araba/Álava;América;Argentina;86;714
2023;7;Asturias;América;Argentina;297;2762
2023;7;Badajoz;América;Argentina;61;476
2023;7;Barcelona;América;Argentina;9141;71300
2023;7;Bizkaia;América;Argentina;242;2081
2023;7;Burgos;América;Argentina;72;475
2023;7;Cantabria;América;Argentina;154;1448
2023;7;Castellón/Castelló;América;Argentina;210;1953
2023;7;Ciudad Real;América;Argentina;34;231
2023;7;Cuenca;América;Argentina;39;246
2023;7;Cáceres;América;Argentina;64;358
2023;7;Cádiz;América;Argentina;301;2860
2023;7;Córdoba;América;Argentina;84;664
2023;7;Gipuzkoa;América;Argentina;368;3018
2023;7;Girona;América;Argentina;952;8282
2023;7;Granada;América;Argentina;317;2790
2023;7;Guadalajara;América;Argentina;66;449
2023;7;Huelva;América;Argentina;63;636
2023;7;Huesca;América;Argentina;69;476
2023;7;Illes Balears;América;Argentina;6622;62247
2023;7;La Rioja;América;Argentina;70;644
2023;7;Las Palmas;América;Argentina;341;3581
2023;7;León;América;Argentina;98;970
2023;7;Lleida;América;Argentina;152;1034
2023;7;Lugo;América;Argentina;77;724
2023;7;Madrid;América;Argentina;14503;85568
2023;7;Murcia;América;Argentina;190;1843
2023;7;Málaga;América;Argentina;2149;19771
2023;7;Navarra;América;Argentina;246;2042
2023;7;Ourense;América;Argentina;66;673
2023;7;Pontevedra;América;Argentina;329;3224
2023;7;Salamanca;América;Argentina;120;984
2023;7;Santa Cruz de Tenerife;América;Argentina;291;2881
2023;7;Segovia;América;Argentina;45;270
2023;7;Sevilla;América;Argentina;347;2672
2023;7;Soria;América;Argentina;43;391
2023;7;Tarragona;América;Argentina;501;4709
2023;7;Toledo;América;Argentina;204;1367
2023;7;Total Nacional;América;Argentina;43027;334230
2023;7;Valencia/València;América;Argentina;1767;15196
2023;7;Valladolid;América;Argentina;75;570
2023;7;Zaragoza;América;Argentina;153;1392
2023;8;A Coruña;América;Argentina;568;6191
2023;8;Alicante/Alacant;América;Argentina;1362;14301
2023;8;Almería;América;Argentina;231;2818
2023;8;Araba/Álava;América;Argentina;74;533
2023;8;Asturias;América;Argentina;361;4079
2023;8;Badajoz;América;Argentina;98;764
2023;8;Barcelona;América;Argentina;6987;56595
2023;8;Bizkaia;América;Argentina;259;2486
2023;8;Burgos;América;Argentina;66;607
2023;8;Cantabria;América;Argentina;196;1960
2023;8;Castellón/Castelló;América;Argentina;200;1740
2023;8;Ciudad Real;América;Argentina;34;309
2023;8;Cáceres;América;Argentina;39;265
2023;8;Cádiz;América;Argentina;378;4498
2023;8;Córdoba;América;Argentina;40;344
2023;8;Gipuzkoa;América;Argentina;469;3799
2023;8;Girona;América;Argentina;724;6588
2023;8;Granada;América;Argentina;353;3036
2023;8;Guadalajara;América;Argentina;52;452
2023;8;Huelva;América;Argentina;71;923
2023;8;Huesca;América;Argentina;57;490
2023;8;Illes Balears;América;Argentina;5204;50479
2023;8;La Rioja;América;Argentina;75;705
2023;8;Las Palmas;América;Argentina;306;2968
2023;8;León;América;Argentina;95;998
2023;8;Lleida;América;Argentina;146;1066
2023;8;Lugo;América;Argentina;121;1343
2023;8;Madrid;América;Argentina;14194;73809
2023;8;Murcia;América;Argentina;174;1549
2023;8;Málaga;América;Argentina;2290;24732
2023;8;Navarra;América;Argentina;202;2222
2023;8;Ourense;América;Argentina;108;1242
2023;8;Pontevedra;América;Argentina;374;4264
2023;8;Salamanca;América;Argentina;183;1409
2023;8;Santa Cruz de Tenerife;América;Argentina;201;2171
2023;8;Segovia;América;Argentina;66;323
2023;8;Sevilla;América;Argentina;285;2451
2023;8;Soria;América;Argentina;88;616
2023;8;Tarragona;América;Argentina;420;4242
2023;8;Toledo;América;Argentina;165;1122
2023;8;Total Nacional;América;Argentina;39462;309811
2023;8;Valencia/València;América;Argentina;1719;15987
2023;8;Valladolid;América;Argentina;55;517
2023;8;Zamora;América;Argentina;46;391
2023;8;Zaragoza;América;Argentina;158;1074
2023;8;Ávila;América;Argentina;30;198
2023;9;A Coruña;América;Argentina;454;4358
2023;9;Alicante/Alacant;América;Argentina;1091;12001
2023;9;Almería;América;Argentina;181;2118
2023;9;Araba/Álava;América;Argentina;66;587
2023;9;Asturias;América;Argentina;248;2728
2023;9;Badajoz;América;Argentina;40;444
2023;9;Barcelona;América;Argentina;9442;65150
2023;9;Bizkaia;América;Argentina;292;2365
2023;9;Burgos;América;Argentina;80;784
2023;9;Cantabria;América;Argentina;165;1832
2023;9;Castellón/Castelló;América;Argentina;160;1712
2023;9;Cuenca;América;Argentina;56;353
2023;9;Cáceres;América;Argentina;62;546
2023;9;Cádiz;América;Argentina;282;3046
2023;9;Córdoba;América;Argentina;103;896
2023;9;Gipuzkoa;América;Argentina;619;4952
2023;9;Girona;América;Argentina;758;5912
2023;9;Granada;América;Argentina;381;3315
2023;9;Guadalajara;América;Argentina;80;592
2023;9;Huelva;América;Argentina;45;437
2023;9;Huesca;América;Argentina;70;616
2023;9;Illes Balears;América;Argentina;4138;40966
2023;9;La Rioja;América;Argentina;47;348
2023;9;Las Palmas;América;Argentina;256;2304
2023;9;León;América;Argentina;115;1231
2023;9;Lleida;América;Argentina;127;737
2023;9;Lugo;América;Argentina;84;706
2023;9;Madrid;América;Argentina;18613;89342
2023;9;Murcia;América;Argentina;123;1132
2023;9;Málaga;América;Argentina;2133;24743
2023;9;Navarra;América;Argentina;178;1549
2023;9;Ourense;América;Argentina;74;792
2023;9;Pontevedra;América;Argentina;316;3286
2023;9;Salamanca;América;Argentina;112;694
2023;9;Santa Cruz de Tenerife;América;Argentina;192;2016
2023;9;Segovia;América;Argentina;69;483
2023;9;Sevilla;América;Argentina;422;3334
2023;9;Soria;América;Argentina;44;268
2023;9;Tarragona;América;Argentina;428;4622
2023;9;Toledo;América;Argentina;191;974
2023;9;Total Nacional;América;Argentina;44388;312032
2023;9;Valencia/València;América;Argentina;1557;13702
2023;9;Valladolid;América;Argentina;62;459
2023;9;Zamora;América;Argentina;42;378
2023;9;Zaragoza;América;Argentina;214;1819
2023;9;Ávila;América;Argentina;30;141
2023;10;A Coruña;América;Argentina;386;3628
2023;10;Alicante/Alacant;América;Argentina;734;6606
2023;10;Almería;América;Argentina;171;1573
2023;10;Araba/Álava;América;Argentina;53;413
2023;10;Asturias;América;Argentina;207;1842
2023;10;Badajoz;América;Argentina;61;592
2023;10;Barcelona;América;Argentina;8329;54971
2023;10;Bizkaia;América;Argentina;270;2322
2023;10;Burgos;América;Argentina;84;664
2023;10;Cantabria;América;Argentina;155;1256
2023;10;Castellón/Castelló;América;Argentina;133;1037
2023;10;Ciudad Real;América;Argentina;35;259
2023;10;Cuenca;América;Argentina;50;260
2023;10;Cádiz;América;Argentina;269;2287
2023;10;Córdoba;América;Argentina;88;607
2023;10;Gipuzkoa;América;Argentina;570;4104
2023;10;Girona;América;Argentina;516;3922
2023;10;Granada;América;Argentina;343;2881
2023;10;Guadalajara;América;Argentina;58;313
2023;10;Huelva;América;Argentina;31;260
2023;10;Huesca;América;Argentina;64;512
2023;10;Illes Balears;América;Argentina;1861;17866
2023;10;La Rioja;América;Argentina;55;473
2023;10;Las Palmas;América;Argentina;297;2435
2023;10;León;América;Argentina;97;980
2023;10;Lleida;América;Argentina;123;750
2023;10;Lugo;América;Argentina;72;677
2023;10;Madrid;América;Argentina;18772;105123
2023;10;Murcia;América;Argentina;137;1082
2023;10;Málaga;América;Argentina;1604;15880
2023;10;Navarra;América;Argentina;153;1239
2023;10;Ourense;América;Argentina;53;599
2023;10;Pontevedra;América;Argentina;347;3227
2023;10;Salamanca;América;Argentina;91;664
2023;10;Santa Cruz de Tenerife;América;Argentina;241;1952
2023;10;Segovia;América;Argentina;50;270
2023;10;Sevilla;América;Argentina;507;4360
2023;10;Soria;América;Argentina;31;229
2023;10;Tarragona;América;Argentina;318;2703
2023;10;Toledo;América;Argentina;240;1152
2023;10;Total Nacional;América;Argentina;39293;265817
2023;10;Valencia/València;América;Argentina;1288;11206
2023;10;Valladolid;América;Argentina;59;384
2023;10;Zaragoza;América;Argentina;158;1106
2023;11;A Coruña;América;Argentina;220;1980
2023;11;Alicante/Alacant;América;Argentina;673;6595
2023;11;Almería;América;Argentina;154;1463
2023;11;Araba/Álava;América;Argentina;36;335
2023;11;Asturias;América;Argentina;143;1401
2023;11;Badajoz;América;Argentina;39;293
2023;11;Barcelona;América;Argentina;6060;41814
2023;11;Bizkaia;América;Argentina;157;1570
2023;11;Burgos;América;Argentina;32;291
2023;11;Cantabria;América;Argentina;58;412
2023;11;Castellón/Castelló;América;Argentina;131;1048
2023;11;Ciudad Real;América;Argentina;40;272
2023;11;Cuenca;América;Argentina;35;182
2023;11;Cáceres;América;Argentina;33;314
2023;11;Cádiz;América;Argentina;354;2301
2023;11;Córdoba;América;Argentina;57;479
2023;11;Gipuzkoa;América;Argentina;206;1524
2023;11;Girona;América;Argentina;224;1926
2023;11;Granada;América;Argentina;274;2329
2023;11;Guadalajara;América;Argentina;77;454
